id:ID,department,jobRole,jobLevel,tenureCohort,isActive:boolean,exitDate
EMP_0417,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_0418,Sales,Manager,Executive Level,10+,True,
EMP_0419,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0420,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0421,Research & Development,Research Director,Mid Level,10+,True,
EMP_0422,Research & Development,Research Scientist,Entry Level,2-5,True,2021-03-10
EMP_0423,Human Resources,Human Resources,Entry Level,0-2,True,2021-09-16
EMP_0424,Sales,Sales Executive,Mid Level,5-10,True,
EMP_0425,Sales,Manager,Senior Level,0-2,True,
EMP_0426,Research & Development,Manager,Senior Level,10+,True,
EMP_0427,Research & Development,Laboratory Technician,Entry Level,10+,True,
EMP_0428,Sales,Sales Executive,Mid Level,10+,True,
EMP_0429,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_0430,Research & Development,Research Director,Senior Level,2-5,True,
EMP_0431,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0432,Research & Development,Laboratory Technician,Junior Level,0-2,True,
EMP_0433,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0434,Sales,Sales Executive,Mid Level,2-5,True,
EMP_0435,Research & Development,Manufacturing Director,Mid Level,10+,True,
EMP_0436,Research & Development,Manager,Mid Level,5-10,True,2022-10-29
EMP_0437,Research & Development,Laboratory Technician,Entry Level,2-5,True,2021-02-03
EMP_0438,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0439,Research & Development,Healthcare Representative,Mid Level,5-10,True,
EMP_0440,Research & Development,Healthcare Representative,Mid Level,0-2,True,2023-10-19
EMP_0441,Human Resources,Human Resources,Mid Level,2-5,True,2023-03-01
EMP_0442,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0443,Sales,Sales Executive,Mid Level,10+,True,
EMP_0444,Research & Development,Laboratory Technician,Entry Level,2-5,True,2020-11-24
EMP_0445,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0446,Sales,Manager,Senior Level,10+,True,
EMP_0447,Sales,Sales Executive,Junior Level,10+,True,
EMP_0448,Sales,Sales Executive,Junior Level,10+,True,
EMP_0449,Research & Development,Manufacturing Director,Senior Level,10+,True,
EMP_0450,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0451,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0452,Research & Development,Manufacturing Director,Mid Level,10+,True,
EMP_0453,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0454,Human Resources,Human Resources,Entry Level,5-10,True,2020-03-25
EMP_0455,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_0456,Research & Development,Research Director,Senior Level,5-10,True,
EMP_0457,Sales,Manager,Mid Level,5-10,True,
EMP_0458,Sales,Sales Representative,Entry Level,0-2,True,2020-07-08
EMP_0459,Sales,Sales Executive,Mid Level,0-2,True,
EMP_0460,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0461,Sales,Sales Executive,Junior Level,0-2,True,
EMP_0462,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0463,Sales,Sales Executive,Junior Level,10+,True,
EMP_0464,Research & Development,Laboratory Technician,Entry Level,0-2,True,2023-07-27
EMP_0465,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_0466,Research & Development,Healthcare Representative,Mid Level,2-5,True,
EMP_0467,Sales,Manager,Senior Level,10+,True,
EMP_0468,Sales,Sales Executive,Mid Level,5-10,True,
EMP_0469,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_0470,Sales,Sales Executive,Junior Level,2-5,True,2020-07-25
EMP_0471,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0472,Research & Development,Healthcare Representative,Junior Level,0-2,True,
EMP_0473,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_0474,Research & Development,Research Director,Executive Level,10+,True,
EMP_0475,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0476,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0477,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_0478,Human Resources,Manager,Executive Level,10+,True,
EMP_0479,Sales,Sales Representative,Entry Level,5-10,True,
EMP_0480,Research & Development,Laboratory Technician,Entry Level,5-10,True,2020-05-10
EMP_0481,Sales,Sales Representative,Entry Level,0-2,True,2021-02-25
EMP_0482,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0483,Sales,Sales Executive,Junior Level,2-5,True,2023-12-10
EMP_0484,Research & Development,Laboratory Technician,Junior Level,2-5,True,
EMP_0485,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0486,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0487,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0488,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0489,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_0490,Research & Development,Research Director,Senior Level,0-2,True,
EMP_0491,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0492,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_0493,Research & Development,Manager,Senior Level,2-5,True,
EMP_0494,Human Resources,Human Resources,Junior Level,2-5,True,
EMP_0495,Sales,Sales Representative,Entry Level,5-10,True,
EMP_0496,Sales,Sales Representative,Entry Level,2-5,True,2020-07-21
EMP_0497,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0498,Research & Development,Manager,Executive Level,2-5,True,
EMP_0499,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0500,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0501,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_0502,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0503,Sales,Sales Executive,Junior Level,10+,True,
EMP_0504,Research & Development,Research Scientist,Entry Level,10+,True,
EMP_0505,Sales,Sales Executive,Junior Level,0-2,True,2023-12-26
EMP_0506,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0507,Research & Development,Manufacturing Director,Mid Level,10+,True,
EMP_0508,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0509,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_0510,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_0511,Human Resources,Human Resources,Mid Level,5-10,True,
EMP_0512,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_0513,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0514,Research & Development,Research Scientist,Entry Level,0-2,True,2022-12-16
EMP_0515,Research & Development,Research Scientist,Entry Level,10+,True,2023-10-23
EMP_0516,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_0517,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0518,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0519,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0520,Research & Development,Research Scientist,Entry Level,10+,True,
EMP_0521,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0522,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0523,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0524,Research & Development,Laboratory Technician,Entry Level,10+,True,
EMP_0525,Research & Development,Healthcare Representative,Mid Level,5-10,True,
EMP_0526,Sales,Sales Executive,Junior Level,2-5,True,2020-09-28
EMP_0527,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_0528,Sales,Sales Executive,Junior Level,10+,True,
EMP_0529,Sales,Sales Executive,Junior Level,2-5,True,2023-04-05
EMP_0530,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0531,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_0532,Research & Development,Research Director,Mid Level,5-10,True,
EMP_0533,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0534,Sales,Sales Executive,Mid Level,10+,True,
EMP_0535,Research & Development,Research Director,Senior Level,5-10,True,
EMP_0536,Human Resources,Manager,Executive Level,10+,True,
EMP_0537,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0538,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_0539,Human Resources,Manager,Executive Level,10+,True,
EMP_0540,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0541,Research & Development,Research Scientist,Entry Level,5-10,True,2022-05-06
EMP_0542,Research & Development,Research Director,Mid Level,5-10,True,
EMP_0543,Research & Development,Manufacturing Director,Mid Level,0-2,True,
EMP_0544,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0545,Sales,Sales Executive,Senior Level,10+,True,
EMP_0546,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0547,Sales,Sales Representative,Entry Level,0-2,True,
EMP_0548,Research & Development,Research Scientist,Entry Level,2-5,True,2020-05-29
EMP_0549,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0550,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0551,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0552,Human Resources,Human Resources,Junior Level,5-10,True,
EMP_0553,Research & Development,Healthcare Representative,Senior Level,10+,True,
EMP_0554,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0555,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0556,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0557,Research & Development,Laboratory Technician,Junior Level,2-5,True,
EMP_0558,Research & Development,Healthcare Representative,Junior Level,0-2,True,
EMP_0559,Research & Development,Laboratory Technician,Junior Level,10+,True,
EMP_0560,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0561,Research & Development,Manufacturing Director,Junior Level,0-2,True,
EMP_0562,Sales,Manager,Senior Level,10+,True,
EMP_0563,Research & Development,Research Scientist,Entry Level,10+,True,2020-09-28
EMP_0564,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0565,Sales,Sales Representative,Junior Level,5-10,True,
EMP_0566,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0567,Sales,Sales Executive,Junior Level,5-10,True,2023-04-06
EMP_0568,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0569,Research & Development,Manager,Executive Level,5-10,True,2020-11-15
EMP_0570,Sales,Sales Executive,Mid Level,10+,True,
EMP_0571,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0572,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0573,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0574,Sales,Sales Executive,Junior Level,2-5,True,2020-01-16
EMP_0575,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0576,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_0577,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0578,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0579,Research & Development,Manufacturing Director,Junior Level,10+,True,
EMP_0580,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0581,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0582,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0583,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0584,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0585,Research & Development,Manager,Executive Level,10+,True,
EMP_0586,Research & Development,Laboratory Technician,Entry Level,0-2,True,2021-04-11
EMP_0587,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_0588,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_0589,Research & Development,Research Director,Senior Level,2-5,True,
EMP_0590,Research & Development,Laboratory Technician,Entry Level,0-2,True,2021-09-23
EMP_0591,Research & Development,Research Director,Mid Level,10+,True,
EMP_0592,Sales,Sales Executive,Junior Level,2-5,True,2020-12-03
EMP_0593,Research & Development,Manager,Senior Level,10+,True,
EMP_0594,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_0595,Research & Development,Research Scientist,Entry Level,10+,True,
EMP_0596,Research & Development,Research Director,Executive Level,10+,True,2021-12-23
EMP_0597,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0598,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_0599,Research & Development,Research Scientist,Entry Level,2-5,True,2021-10-06
EMP_0600,Human Resources,Human Resources,Entry Level,5-10,True,
EMP_0601,Research & Development,Manufacturing Director,Junior Level,10+,True,
EMP_0602,Research & Development,Laboratory Technician,Junior Level,0-2,True,
EMP_0603,Research & Development,Manufacturing Director,Junior Level,0-2,True,
EMP_0604,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0605,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_0606,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_0607,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0608,Sales,Sales Executive,Mid Level,5-10,True,2020-12-26
EMP_0609,Sales,Sales Executive,Junior Level,5-10,True,2023-02-07
EMP_0610,Research & Development,Research Director,Senior Level,2-5,True,
EMP_0611,Research & Development,Research Director,Mid Level,5-10,True,
EMP_0612,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_0613,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0614,Human Resources,Human Resources,Entry Level,2-5,True,
EMP_0615,Research & Development,Research Scientist,Entry Level,5-10,True,2020-12-31
EMP_0616,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0617,Sales,Manager,Senior Level,10+,True,
EMP_0618,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0619,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0620,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0621,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0622,Sales,Sales Executive,Junior Level,10+,True,
EMP_0623,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0624,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0625,Sales,Sales Executive,Mid Level,5-10,True,
EMP_0626,Sales,Sales Executive,Mid Level,5-10,True,
EMP_0627,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_0628,Research & Development,Manufacturing Director,Senior Level,5-10,True,
EMP_0629,Sales,Sales Executive,Junior Level,0-2,True,
EMP_0630,Human Resources,Human Resources,Entry Level,5-10,True,
EMP_0631,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_0632,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0633,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0634,Human Resources,Human Resources,Entry Level,5-10,True,
EMP_0635,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0636,Research & Development,Manufacturing Director,Mid Level,10+,True,
EMP_0637,Research & Development,Research Scientist,Entry Level,10+,True,2020-05-09
EMP_0638,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0639,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0640,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0641,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0642,Sales,Sales Executive,Junior Level,10+,True,
EMP_0643,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0644,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_0645,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0646,Sales,Sales Representative,Entry Level,2-5,True,2022-05-12
EMP_0647,Sales,Sales Executive,Senior Level,2-5,True,
EMP_0648,Research & Development,Manufacturing Director,Mid Level,10+,True,
EMP_0649,Sales,Sales Representative,Entry Level,5-10,True,
EMP_0650,Research & Development,Research Director,Senior Level,10+,True,
EMP_0651,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0652,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0653,Sales,Sales Executive,Mid Level,10+,True,
EMP_0654,Research & Development,Manager,Senior Level,10+,True,
EMP_0655,Human Resources,Human Resources,Junior Level,5-10,True,
EMP_0656,Human Resources,Human Resources,Entry Level,2-5,True,
EMP_0657,Research & Development,Laboratory Technician,Entry Level,0-2,True,2020-07-23
EMP_0658,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0659,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0660,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0661,Research & Development,Laboratory Technician,Entry Level,0-2,True,2023-05-11
EMP_0662,Research & Development,Manufacturing Director,Junior Level,0-2,True,
EMP_0663,Sales,Sales Representative,Entry Level,2-5,True,2021-10-18
EMP_0664,Research & Development,Research Scientist,Entry Level,0-2,True,2020-03-13
EMP_0665,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_0666,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0667,Research & Development,Manufacturing Director,Junior Level,2-5,True,2021-08-02
EMP_0668,Research & Development,Laboratory Technician,Entry Level,5-10,True,2020-04-15
EMP_0669,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0670,Research & Development,Laboratory Technician,Entry Level,2-5,True,2021-06-20
EMP_0671,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0672,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_0673,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0674,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0675,Research & Development,Healthcare Representative,Mid Level,5-10,True,
EMP_0676,Sales,Sales Representative,Entry Level,5-10,True,
EMP_0677,Research & Development,Healthcare Representative,Junior Level,10+,True,
EMP_0678,Research & Development,Laboratory Technician,Mid Level,10+,True,
EMP_0679,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0680,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0681,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0682,Research & Development,Research Director,Mid Level,10+,True,
EMP_0683,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0684,Sales,Sales Representative,Entry Level,0-2,True,2022-02-09
EMP_0685,Sales,Sales Executive,Mid Level,0-2,True,
EMP_0686,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0687,Research & Development,Laboratory Technician,Entry Level,10+,True,
EMP_0688,Research & Development,Laboratory Technician,Entry Level,10+,True,
EMP_0689,Sales,Sales Representative,Entry Level,0-2,True,2023-02-14
EMP_0690,Research & Development,Laboratory Technician,Entry Level,0-2,True,2020-03-23
EMP_0691,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0692,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0693,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_0694,Sales,Sales Executive,Mid Level,10+,True,2023-07-10
EMP_0695,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0696,Sales,Sales Executive,Mid Level,10+,True,2021-10-08
EMP_0697,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_0698,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0699,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0700,Research & Development,Manager,Senior Level,5-10,True,
EMP_0701,Research & Development,Research Scientist,Entry Level,0-2,True,2021-10-25
EMP_0702,Sales,Manager,Senior Level,10+,True,
EMP_0703,Sales,Sales Executive,Mid Level,5-10,True,
EMP_0704,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0705,Sales,Sales Executive,Mid Level,10+,True,
EMP_0706,Sales,Sales Executive,Mid Level,5-10,True,
EMP_0707,Sales,Sales Executive,Senior Level,0-2,True,2021-08-06
EMP_0708,Research & Development,Manufacturing Director,Junior Level,10+,True,
EMP_0709,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0710,Research & Development,Research Scientist,Entry Level,2-5,True,2021-09-13
EMP_0711,Sales,Manager,Senior Level,10+,True,
EMP_0712,Research & Development,Research Scientist,Entry Level,0-2,True,2020-10-13
EMP_0713,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0714,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0715,Research & Development,Research Director,Senior Level,5-10,True,
EMP_0716,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0717,Research & Development,Research Director,Executive Level,10+,True,
EMP_0718,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0719,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_0720,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0721,Research & Development,Research Scientist,Entry Level,5-10,True,2020-05-28
EMP_0722,Research & Development,Manufacturing Director,Senior Level,10+,True,
EMP_0723,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0724,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_0725,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_0726,Research & Development,Laboratory Technician,Entry Level,2-5,True,2020-10-22
EMP_0727,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_0728,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0729,Research & Development,Manufacturing Director,Mid Level,10+,True,
EMP_0730,Research & Development,Healthcare Representative,Mid Level,10+,True,
EMP_0731,Research & Development,Research Director,Mid Level,5-10,True,
EMP_0732,Research & Development,Research Scientist,Entry Level,0-2,True,2021-04-30
EMP_0733,Research & Development,Laboratory Technician,Entry Level,2-5,True,2020-02-16
EMP_0734,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_0735,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0736,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_0737,Research & Development,Healthcare Representative,Mid Level,10+,True,
EMP_0738,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_0739,Research & Development,Manufacturing Director,Senior Level,10+,True,
EMP_0740,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_0741,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0742,Sales,Manager,Executive Level,0-2,True,
EMP_0743,Research & Development,Laboratory Technician,Entry Level,0-2,True,
EMP_0744,Research & Development,Manufacturing Director,Senior Level,5-10,True,
EMP_0745,Research & Development,Healthcare Representative,Junior Level,0-2,True,2020-03-24
EMP_0746,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0747,Research & Development,Research Director,Executive Level,10+,True,
EMP_0748,Sales,Sales Executive,Junior Level,0-2,True,
EMP_0749,Sales,Sales Executive,Junior Level,2-5,True,2023-03-14
EMP_0750,Sales,Manager,Executive Level,10+,True,2023-05-08
EMP_0751,Sales,Sales Executive,Senior Level,10+,True,
EMP_0752,Sales,Sales Executive,Junior Level,10+,True,
EMP_0753,Research & Development,Laboratory Technician,Entry Level,10+,True,2023-06-20
EMP_0754,Research & Development,Manufacturing Director,Mid Level,10+,True,
EMP_0755,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0756,Sales,Manager,Senior Level,5-10,True,
EMP_0757,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0758,Sales,Sales Executive,Junior Level,10+,True,
EMP_0759,Sales,Manager,Mid Level,5-10,True,
EMP_0760,Human Resources,Human Resources,Entry Level,5-10,True,
EMP_0761,Sales,Sales Executive,Mid Level,10+,True,
EMP_0762,Research & Development,Laboratory Technician,Junior Level,0-2,True,2023-09-03
EMP_0763,Research & Development,Research Scientist,Entry Level,2-5,True,2022-12-19
EMP_0764,Sales,Sales Representative,Entry Level,0-2,True,
EMP_0765,Sales,Sales Representative,Entry Level,0-2,True,
EMP_0766,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0767,Research & Development,Research Director,Executive Level,5-10,True,
EMP_0768,Research & Development,Healthcare Representative,Junior Level,2-5,True,
EMP_0769,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0770,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0771,Research & Development,Research Director,Executive Level,2-5,True,
EMP_0772,Sales,Sales Executive,Mid Level,5-10,True,
EMP_0773,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0774,Research & Development,Manufacturing Director,Mid Level,10+,True,
EMP_0775,Research & Development,Manager,Senior Level,5-10,True,
EMP_0776,Sales,Sales Executive,Mid Level,0-2,True,
EMP_0777,Sales,Sales Representative,Entry Level,2-5,True,2021-10-13
EMP_0778,Research & Development,Laboratory Technician,Entry Level,0-2,True,2020-09-07
EMP_0779,Research & Development,Research Scientist,Junior Level,10+,True,
EMP_0780,Research & Development,Research Scientist,Entry Level,10+,True,2022-06-11
EMP_0781,Research & Development,Healthcare Representative,Mid Level,10+,True,2022-11-12
EMP_0782,Research & Development,Laboratory Technician,Entry Level,5-10,True,
EMP_0783,Research & Development,Manufacturing Director,Junior Level,5-10,True,
EMP_0784,Research & Development,Research Scientist,Entry Level,10+,True,
EMP_0785,Research & Development,Healthcare Representative,Mid Level,10+,True,
EMP_0786,Research & Development,Healthcare Representative,Mid Level,10+,True,
EMP_0787,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0788,Research & Development,Manufacturing Director,Mid Level,2-5,True,
EMP_0789,Research & Development,Research Scientist,Junior Level,5-10,True,
EMP_0790,Human Resources,Human Resources,Mid Level,10+,True,2021-02-16
EMP_0791,Research & Development,Healthcare Representative,Mid Level,2-5,True,
EMP_0792,Sales,Sales Executive,Mid Level,5-10,True,2022-06-23
EMP_0793,Research & Development,Research Scientist,Junior Level,10+,True,2022-06-01
EMP_0794,Research & Development,Laboratory Technician,Entry Level,2-5,True,
EMP_0795,Research & Development,Healthcare Representative,Junior Level,5-10,True,
EMP_0796,Sales,Sales Executive,Junior Level,0-2,True,
EMP_0797,Research & Development,Laboratory Technician,Entry Level,5-10,True,2020-04-01
EMP_0798,Research & Development,Laboratory Technician,Entry Level,0-2,True,2021-08-30
EMP_0799,Research & Development,Research Scientist,Entry Level,2-5,True,2020-02-21
EMP_0800,Research & Development,Manager,Senior Level,10+,True,
EMP_0801,Research & Development,Laboratory Technician,Entry Level,0-2,True,2023-12-02
EMP_0802,Sales,Sales Executive,Junior Level,0-2,True,2022-06-28
EMP_0803,Sales,Sales Executive,Junior Level,2-5,True,
EMP_0804,Research & Development,Research Scientist,Entry Level,0-2,True,
EMP_0805,Research & Development,Manager,Senior Level,5-10,True,
EMP_0806,Sales,Sales Executive,Junior Level,10+,True,
EMP_0807,Research & Development,Healthcare Representative,Mid Level,5-10,True,
EMP_0808,Sales,Sales Executive,Mid Level,5-10,True,
EMP_0809,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0810,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_0811,Sales,Manager,Senior Level,10+,True,
EMP_0812,Sales,Sales Executive,Mid Level,0-2,True,
EMP_0813,Research & Development,Manufacturing Director,Mid Level,5-10,True,
EMP_0814,Research & Development,Healthcare Representative,Senior Level,10+,True,2023-06-29
EMP_0815,Research & Development,Research Director,Executive Level,10+,True,
EMP_0816,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0817,Research & Development,Laboratory Technician,Junior Level,5-10,True,
EMP_0818,Research & Development,Manufacturing Director,Junior Level,10+,True,
EMP_0819,Sales,Sales Representative,Entry Level,2-5,True,
EMP_0820,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0821,Sales,Sales Executive,Junior Level,5-10,True,
EMP_0822,Sales,Sales Executive,Senior Level,5-10,True,
EMP_0823,Research & Development,Manufacturing Director,Junior Level,2-5,True,
EMP_0824,Research & Development,Research Scientist,Entry Level,5-10,True,
EMP_0825,Research & Development,Laboratory Technician,Junior Level,0-2,True,
EMP_0826,Research & Development,Manufacturing Director,Junior Level,10+,True,
EMP_0827,Human Resources,Human Resources,Entry Level,5-10,True,
EMP_0828,Research & Development,Research Scientist,Entry Level,2-5,True,
EMP_0829,Research & Development,Laboratory Technician,Entry Level,0-2,True,2022-10-18
EMP_0830,Sales,Sales Executive,Junior Level,5-10,True,2023-04-20
EMP_0831,Research & Development,Laboratory Technician,Entry Level,0-2,True,
